Line 6920: 菟 | XHZD: tú (tu2) | CEDICT: ['tu4']
Line 6937: 忒 | XHZD: tuī (tui1) | CEDICT: ['te4', 'tei1']
Line 6975: 铊 | XHZD: tuó (tuo2) | CEDICT: ['ta1']
Line 7003: 瓦 | XHZD: wà (wa4) | CEDICT: ['wa3']
Line 7041: 𬇕 | XHZD: wàn (wan4) | CEDICT: ['man4']
Line 7084: 沩 | XHZD: wéi (wei2) | CEDICT: ['gui1']
Line 7119: 廆 | XHZD: wěi (wei3) | CEDICT: ['hui4']
Line 7144: 遗 | XHZD: wèi (wei4) | CEDICT: ['yi2']
Line 7151: 蕰 | XHZD: wēn (wen1) | CEDICT: ['yun4']
Line 7165: 抆 | XHZD: wěn (wen3) | CEDICT: ['wen4']
Line 7166: 紊 | XHZD: wěn（旧读wèn） (wenwen4) | CEDICT: ['wen3']
Line 7170: 纹 | XHZD: wèn (wen4) | CEDICT: ['wen2']
Line 7175: 滃 | XHZD: wēng (weng1) | CEDICT: ['weng3']
Line 7214: 恶 | XHZD: wū (wu1) | CEDICT: ['e4', 'wu4', 'e3']
Line 7215: 亡 | XHZD: wú (wu2) | CEDICT: ['wang2']
Line 7257: 乌 | XHZD: wù (wu4) | CEDICT: ['wu1']
Line 7289: 郗 | XHZD: xī（旧读chī） (xichi1) | CEDICT: ['chi1']
Line 7325: 潝 | XHZD: xī又xì (xixi4) | CEDICT: ['xi1']
Line 7326: 歙 | XHZD: xī (xi1) | CEDICT: ['she4']
Line 7387: 潝 | XHZD: xì（又） (xi4) | CEDICT: ['xi1']
Line 7410: 唬 | XHZD: xià (xia4) | CEDICT: ['hu3']
Line 7428: 𬸣 | XHZD: xiān (xian1) | CEDICT: ['xuan1']
Line 7430: 伭 | XHZD: xián又xuán (xianxuan2) | CEDICT: ['xuan2', 'xian2']
Line 7432: 玹 | XHZD: xián (xian2) | CEDICT: ['xuan2']
Line 7444: 嗛 | XHZD: xián (xian2) | CEDICT: ['qian4']
Line 7448: 洗 | XHZD: xiǎn (xian3) | CEDICT: ['xi3']
Line 7511: 巷 | XHZD: hàng (hang4) | CEDICT: ['xiang4']
Line 7538: 翛 | XHZD: xiāo (xiao1) | CEDICT: ['shu4']
Line 7556: 滧 | XHZD: xiào (xiao4) | CEDICT: ['yao2']
Line 7570: 偕 | XHZD: xié（旧读jiē） (xiejie1) | CEDICT: ['xie2']
Line 7582: 血 | XHZD: xiě (xie3) | CEDICT: ['xue4']
Line 7588: 契 | XHZD: xiè (xie4) | CEDICT: ['qi4']
Line 7600: 薢 | XHZD: xiè (xie4) | CEDICT: ['xiao4']
Line 7619: 焮 | XHZD: xīn又xìn (xinxin4) | CEDICT: ['xin4']
Line 7717: 嘘 | XHZD: shī (shi1) | CEDICT: ['xu1']
Line 7725: 浒 | XHZD: xǔ (xu3) | CEDICT: ['hu3']
Line 7751: 湑 | XHZD: xù (xu4) | CEDICT: ['xu3']
Line 7754: 蓿 | XHZD: xu (xu) | CEDICT: ['xu4']
Line 7781: 晅 | XHZD: xuǎn (xuan3) | CEDICT: ['xuan1']
Line 7787: 玹 | XHZD: xuàn (xuan4) | CEDICT: ['xuan2']
Line 7806: 噱 | XHZD: xué (xue2) | CEDICT: ['jue2']
Line 7831: 荨 | XHZD: xún (xun2) | CEDICT: ['qian2']
Line 7848: 浚 | XHZD: xùn (xun4) | CEDICT: ['jun4']
Line 7851: 熏 | XHZD: xùn (xun4) | CEDICT: ['xun1']
Line 7855: 呀 | XHZD: yā (ya1) | CEDICT: ['ya5']
Line 7859: 垭 | XHZD: yā又yà (yaya4) | CEDICT: ['ya1']
Line 7878: 垭 | XHZD: yà (ya4) | CEDICT: ['ya1']
Line 7915: 阽 | XHZD: yán (yan2) | CEDICT: ['dian4']
Line 7921: 铅 | XHZD: yán (yan2) | CEDICT: ['qian1']
Line 7949: 𬙂 | XHZD: yǎn (yan3) | CEDICT: ['yin3']
Line 7970: 掞 | XHZD: yàn (yan4) | CEDICT: ['shan4']
Line 8004: 卬 | XHZD: yǎng (yang3) | CEDICT: ['ang2']
Line 8010: 瀁 | XHZD: yǎng (yang3) | CEDICT: ['yang4']
Line 8015: 烊 | XHZD: yàng (yang4) | CEDICT: ['yang2']
Line 8018: 么 | XHZD: yāo (yao1) | CEDICT: ['ma5', 'me5', 'ma2']
Line 8028: 爻 | XHZD: yáo（旧读xiáo） (yaoxiao2) | CEDICT: ['yao2']
Line 8038: 陶 | XHZD: yáo (yao2) | CEDICT: ['tao2']
Line 8057: 崾 | XHZD: yào (yao4) | CEDICT: ['yao3']
Line 8058: 钥 | XHZD: yào (yao4) | CEDICT: ['yue4']
Line 8067: 暍 | XHZD: yē (ye1) | CEDICT: ['he4']
Line 8069: 邪 | XHZD: yé (ye2) | CEDICT: ['xie2']
Line 8104: 袆 | XHZD: yī (yi1) | CEDICT: ['hui1']
Line 8106: 椅 | XHZD: yī (yi1) | CEDICT: ['yi3']
Line 8136: 蛇 | XHZD: yí (yi2) | CEDICT: ['she2']
Line 8151: 酏 | XHZD: yǐ (yi3) | CEDICT: ['yi2']
Line 8157: 踦 | XHZD: yǐ (yi3) | CEDICT: ['ji3']
Line 8191: 昳 | XHZD: yì (yi4) | CEDICT: ['die2']
Line 8250: 荫 | XHZD: yīn (yin1) | CEDICT: ['yin4']
Line 8265: 硍 | XHZD: yín (yin2) | CEDICT: ['ken4']
Line 8315: 荥 | XHZD: yíng (ying2) | CEDICT: ['xing2']
Line 8386: 尢 | XHZD: yóu (you2) | CEDICT: ['wang1']
Line 8395: 柚 | XHZD: yóu (you2) | CEDICT: ['you4']
Line 8405: 蝤 | XHZD: yóu (you2) | CEDICT: ['qiu2']
Line 8424: 有 | XHZD: yòu (you4) | CEDICT: ['you3']
Line 8432: 诱 | XHZD: yòu（旧读yǒu） (youyou3) | CEDICT: ['you4']
Line 8434: 吁 | XHZD: yū (yu1) | CEDICT: ['xu1', 'yu4']
Line 8459: 於 | XHZD: yú (yu2) | CEDICT: ['yu1', 'wu1']
Line 8510: 谷 | XHZD: yù (yu4) | CEDICT: ['gu3']
Line 8548: 潏 | XHZD: yù (yu4) | CEDICT: ['jue2']
Line 8561: 涴 | XHZD: yuān (yuan1) | CEDICT: ['wo4']
Line 8605: 彟 | XHZD: yuē (yue1) | CEDICT: ['huo4']
Line 8612: 栎 | XHZD: yuè (yue4) | CEDICT: ['li4']
Line 8619: 说 | XHZD: yuè (yue4) | CEDICT: ['shui4', 'shuo1']
Line 8633: 煴 | XHZD: yūn (yun1) | CEDICT: ['yun4']
Line 8648: 员 | XHZD: yún (yun2) | CEDICT: ['yuan2']
Line 8659: 员 | XHZD: yùn (yun4) | CEDICT: ['yuan2']
Line 8676: 臜 | XHZD: za (za) | CEDICT: ['za1']
Line 8720: 皂 | XHZD: zǎo (zao3) | CEDICT: ['zao4']
Line 8721: 唣 | XHZD: zǎo (zao3) | CEDICT: ['zao4']
Line 8722: 灶 | XHZD: zǎo (zao3) | CEDICT: ['zao4']
Line 8731: 鲗 | XHZD: zé (ze2) | CEDICT: ['zei2']
Line 8744: 侧 | XHZD: zè (ze4) | CEDICT: ['zhai1', 'ce4']
Line 8761: 甑 | XHZD: zèng（旧读jìng） (zengjing4) | CEDICT: ['zeng4']
Line 8771: 奓 | XHZD: zhā (zha1) | CEDICT: ['she1', 'chi3', 'zha4']
Line 8781: 喋 | XHZD: zhá (zha2) | CEDICT: ['die2']
Line 8782: 劄 | XHZD: zhá (zha2) | CEDICT: ['zha1']
Line 8791: 柞 | XHZD: zhà (zha4) | CEDICT: ['zuo4']
Line 8801: 蜡 | XHZD: zhà (zha4) | CEDICT: ['la4']
Line 8802: 霅 | XHZD: zhà (zha4) | CEDICT: ['zha2']
Line 8805: 斋 | XHZD: zhái (zhai2) | CEDICT: ['zhai1']
Line 8808: 择 | XHZD: zhái (zhai2) | CEDICT: ['ze2']
Line 8812: 豸 | XHZD: zhài (zhai4) | CEDICT: ['zhi4']
Line 8847: 颤 | XHZD: zhàn (zhan4) | CEDICT: ['chan4']
Line 8927: 这 | XHZD: zhèi (zhei4) | CEDICT: ['zhe4']
Line 8928: 贞 | XHZD: zhēn（旧读zhēng） (zhenzheng1) | CEDICT: ['zhen1']
Line 8929: 侦 | XHZD: zhēn（旧读zhēng） (zhenzheng1) | CEDICT: ['zhen1']
Line 8930: 帧 | XHZD: zhēn（旧读zhèng） (zhenzheng4) | CEDICT: ['zhen1']
Line 8931: 浈 | XHZD: zhēn（旧读zhēng） (zhenzheng1) | CEDICT: ['zhen1']
Line 8932: 祯 | XHZD: zhēn（旧读zhēng） (zhenzheng1) | CEDICT: ['zhen1']
Line 8947: 椹 | XHZD: zhēn (zhen1) | CEDICT: ['shen4']
Line 8970: 丁 | XHZD: zhēng (zheng1) | CEDICT: ['ding1']
Line 8991: 钲 | XHZD: zhèng (zheng4) | CEDICT: ['zheng1']
Line 9017: 稙 | XHZD: zhī (zhi1) | CEDICT: ['zhi2']
Line 9018: 禔 | XHZD: zhī (zhi1) | CEDICT: ['ti2']
Line 9019: 楮 | XHZD: zhī (zhi1) | CEDICT: ['chu3']
Line 9032: 蹢 | XHZD: zhí (zhi2) | CEDICT: ['di2']
Line 9099: 瘈 | XHZD: zhì (zhi4) | CEDICT: ['ji4']
Line 9158: 碡 | XHZD: zhou (zhou) | CEDICT: ['zhou2']
Line 9203: 砫 | XHZD: zhù (zhu4) | CEDICT: ['zhu3']
Line 9225: 转 | XHZD: zhuān (zhuan1) | CEDICT: ['zhuan3', 'zhuan4', 'zhuai3']
Line 9229: 沌 | XHZD: zhuàn (zhuan4) | CEDICT: ['dun4']
Line 9254: 醊 | XHZD: zhuì (zhui4) | CEDICT: ['chuo4']
Line 9272: 焯 | XHZD: zhuō (zhuo1) | CEDICT: ['chao1']
Line 9292: 著 | XHZD: zhuó (zhuo2) | CEDICT: ['zhu4']
Line 9296: 缴 | XHZD: zhuó (zhuo2) | CEDICT: ['jiao3']
Line 9344: 姿 | XHZD: zì (zi4) | CEDICT: ['zi1']
Line 9360: 纵 | XHZD: zòng（旧读zōng） (zongzong1) | CEDICT: ['zong4']
Line 9414: 笮 | XHZD: zuó (zuo2) | CEDICT: ['ze2']
Line 9418: 佐 | XHZD: zuǒ（旧读zuò） (zuozuo4) | CEDICT: ['zuo3']
